icao24,callsign,origin,time_pos,last_con,long,lat,altitude,timestamp
75002c,AXM6114 ,Malaysia,1772409635,1772409635,100.8413,3.9858,6705.6,2026-03-02 08:01:40
42470b,VPCTW   ,United Kingdom,1772409472,1772409472,101.2059,3.646,12192.0,2026-03-02 08:01:40
76b451,SIA524  ,Singapore,1772409397,1772409397,100.7963,3.8311,10972.8,2026-03-02 08:01:40
75002c,AXM6114 ,Malaysia,1772409635,1772409635,100.8413,3.9858,6705.6,2026-03-02 08:03:42
80073f,AIC302  ,India,1772409925,1772409925,101.3277,3.7697,11269.98,2026-03-02 08:05:43
75002c,AXM6114 ,Malaysia,1772409635,1772409635,100.8413,3.9858,6705.6,2026-03-02 08:05:43
8a09f8,TNU633  ,Indonesia,1772409921,1772409924,100.945,3.7571,8869.68,2026-03-02 08:05:43
8a09f8,TNU633  ,Indonesia,1772410060,1772410060,100.8314,4.01,7246.62,2026-03-02 08:07:44
8a09f8,TNU633  ,Indonesia,1772410060,1772410062,100.8314,4.01,7246.62,2026-03-02 08:09:45
8a09f8,TNU633  ,Indonesia,1772410060,1772410062,100.8314,4.01,7246.62,2026-03-02 08:11:47
800737,AIC308  ,India,1772411391,1772411391,101.3533,3.6844,10668,2026-03-02 08:29:55
507c55,UZB553  ,Uzbekistan,1772411655,1772411655,100.5434,4.2218,9418.32,2026-03-02 08:35:58
507c55,UZB553  ,Uzbekistan,1772411655,1772411655,100.5434,4.2218,9418.32,2026-03-02 08:37:59
507c55,UZB553  ,Uzbekistan,1772411997,1772411997,100.8762,3.632,7680.96,2026-03-02 08:40:00
76b452,SIA518  ,Singapore,1772411915,1772411928,100.8765,3.6522,10972.8,2026-03-02 08:40:00
76b447,SIA132  ,Singapore,1772412093,1772412094,101.3661,3.6218,9128.76,2026-03-02 08:42:01
76b452,SIA518  ,Singapore,1772411915,1772411928,100.8765,3.6522,10972.8,2026-03-02 08:42:01
76b447,SIA132  ,Singapore,1772412093,1772412094,101.3661,3.6218,9128.76,2026-03-02 08:44:02
76b452,SIA518  ,Singapore,1772411915,1772411928,100.8765,3.6522,10972.8,2026-03-02 08:44:02
76cc75,SIA422  ,Singapore,1772412348,1772412349,100.4748,3.7526,11582.4,2026-03-02 08:46:03
76b447,SIA132  ,Singapore,1772412093,1772412094,101.3661,3.6218,9128.76,2026-03-02 08:46:03
76cc75,SIA422  ,Singapore,1772412404,1772412404,100.3667,3.8381,11574.78,2026-03-02 08:48:04
76cc75,SIA422  ,Singapore,1772412404,1772412404,100.3667,3.8381,11574.78,2026-03-02 08:50:04
76cc75,SIA422  ,Singapore,1772412404,1772412404,100.3667,3.8381,11574.78,2026-03-02 08:52:05
7502b3,AXM6412 ,Malaysia,1772412713,1772412713,101.0015,3.67,9486.9,2026-03-02 08:52:05
7502b3,AXM6412 ,Malaysia,1772412833,1772412833,100.8791,3.9014,8900.16,2026-03-02 08:54:06
7502b3,AXM6412 ,Malaysia,1772412881,1772412885,100.836,3.9982,8503.92,2026-03-02 08:56:07
7502b3,AXM6412 ,Malaysia,1772412881,1772412885,100.836,3.9982,8503.92,2026-03-02 08:58:08
750517,AXM6144 ,Malaysia,1772413179,1772413180,100.9476,3.7476,7315.2,2026-03-02 09:00:09
76b861,TGW426  ,Singapore,1772413281,1772413301,101.3108,3.6242,9364.98,2026-03-02 09:02:10
750517,AXM6144 ,Malaysia,1772413315,1772413315,100.8404,3.9884,7208.52,2026-03-02 09:02:10
76b861,TGW426  ,Singapore,1772413325,1772413330,101.2409,3.6933,9159.24,2026-03-02 09:04:11
750517,AXM6144 ,Malaysia,1772413330,1772413330,100.8287,4.0147,7139.94,2026-03-02 09:04:11
76b861,TGW426  ,Singapore,1772413325,1772413330,101.2409,3.6933,9159.24,2026-03-02 09:06:12
750517,AXM6144 ,Malaysia,1772413330,1772413330,100.8287,4.0147,7139.94,2026-03-02 09:06:12
75047d,AXM6021 ,Malaysia,1772413670,1772413676,101.0946,3.6156,7696.2,2026-03-02 09:08:13
76b44f,SIA726  ,Singapore,1772413675,1772413676,101.7082,3.8515,11369.04,2026-03-02 09:08:13
80177e,,India,1772413804,1772413804,100.2395,3.8037,10668.0,2026-03-02 09:10:14
76b44f,SIA726  ,Singapore,1772413806,1772413806,101.547,4.1074,11582.4,2026-03-02 09:10:14
80177e,,India,1772413872,1772413890,100.3355,3.7097,10660.38,2026-03-02 09:12:15
76b44f,SIA726  ,Singapore,1772413880,1772413880,101.4544,4.2546,11582.4,2026-03-02 09:12:15
76b44f,SIA726  ,Singapore,1772413880,1772413880,101.4544,4.2546,11582.4,2026-03-02 09:14:16
76b44f,SIA726  ,Singapore,1772413880,1772413880,101.4544,4.2546,11582.4,2026-03-02 09:16:17
75021d,MAS1432 ,Malaysia,1772414646,1772414648,100.9478,3.7454,7940.04,2026-03-02 09:24:21
75021d,MAS1432 ,Malaysia,1772414764,1772414768,100.8438,3.9798,8534.4,2026-03-02 09:26:22
75021d,MAS1432 ,Malaysia,1772414764,1772414768,100.8438,3.9798,8534.4,2026-03-02 09:28:23
7cf83a,,Australia,1772414885,1772414891,101.5408,3.6315,7627.62,2026-03-02 09:28:23
75021d,MAS1432 ,Malaysia,1772414764,1772414768,100.8438,3.9798,8534.4,2026-03-02 09:30:23
8a09c9,AWQ222  ,Indonesia,1772415140,1772415142,100.9609,3.7283,9692.64,2026-03-02 09:32:24
8a09c9,AWQ222  ,Indonesia,1772415256,1772415258,100.8556,3.954,8122.92,2026-03-02 09:34:25
750223,MAS784  ,Malaysia,1772415225,1772415225,101.4746,3.6211,5951.22,2026-03-02 09:34:25
76cd10,SIA508  ,Singapore,1772415255,1772415256,100.7469,3.6137,11917.68,2026-03-02 09:34:25
8a09c9,AWQ222  ,Indonesia,1772415273,1772415273,100.841,3.9866,7917.18,2026-03-02 09:36:26
750223,MAS784  ,Malaysia,1772415225,1772415225,101.4746,3.6211,5951.22,2026-03-02 09:36:26
76cd10,SIA508  ,Singapore,1772415373,1772415378,100.5132,3.7844,12192.0,2026-03-02 09:36:26
8a09c9,AWQ222  ,Indonesia,1772415273,1772415273,100.841,3.9866,7917.18,2026-03-02 09:38:27
750223,MAS784  ,Malaysia,1772415225,1772415225,101.4746,3.6211,5951.22,2026-03-02 09:38:27
76cd10,SIA508  ,Singapore,1772415427,1772415427,100.406,3.8623,12192.0,2026-03-02 09:38:27
76cd10,SIA508  ,Singapore,1772415427,1772415427,100.406,3.8623,12192.0,2026-03-02 09:40:28
750586,AXM6306 ,Malaysia,1772415622,1772415622,101.024,3.7334,7475.22,2026-03-02 09:40:28
76cd10,SIA508  ,Singapore,1772415427,1772415427,100.406,3.8623,12192.0,2026-03-02 09:42:29
750586,AXM6306 ,Malaysia,1772415696,1772415704,100.9597,3.8643,8046.72,2026-03-02 09:42:29
750586,AXM6306 ,Malaysia,1772415696,1772415704,100.9597,3.8643,8046.72,2026-03-02 09:44:30
750586,AXM6306 ,Malaysia,1772415696,1772415704,100.9597,3.8643,8046.72,2026-03-02 09:46:31
76b86c,TGW678  ,Singapore,1772416102,1772416102,101.6718,3.9879,10972.8,2026-03-02 09:48:32
76b86c,TGW678  ,Singapore,1772416231,1772416231,101.513,4.2264,10972.8,2026-03-02 09:50:33
76d250,TGW431  ,Singapore,1772416145,1772416147,101.2697,4.0546,9631.68,2026-03-02 09:50:33
75021c,MAS1138 ,Malaysia,1772416220,1772416220,101.022,3.6145,7124.7,2026-03-02 09:50:33
76b86c,TGW678  ,Singapore,1772416335,1772416335,101.386,4.4172,10972.8,2026-03-02 09:52:34
76d250,TGW431  ,Singapore,1772416344,1772416344,101.5225,3.7308,10675.62,2026-03-02 09:52:34
75021c,MAS1138 ,Malaysia,1772416339,1772416345,100.9009,3.8177,7315.2,2026-03-02 09:52:34
76b86c,TGW678  ,Singapore,1772416335,1772416335,101.386,4.4172,10972.8,2026-03-02 09:54:35
75021c,MAS1138 ,Malaysia,1772416436,1772416436,100.8106,3.9743,6880.86,2026-03-02 09:54:35
76b86c,TGW678  ,Singapore,1772416335,1772416335,101.386,4.4172,10972.8,2026-03-02 09:56:36
75021c,MAS1138 ,Malaysia,1772416506,1772416509,100.7467,4.0856,6515.1,2026-03-02 09:56:36
75021c,MAS1138 ,Malaysia,1772416506,1772416509,100.7467,4.0856,6515.1,2026-03-02 09:58:37
76b44b,SIA728  ,Singapore,1772416713,1772416713,101.7937,3.6578,10363.2,2026-03-02 09:58:37
76b44b,SIA728  ,Singapore,1772416830,1772416830,101.6347,3.8661,10363.2,2026-03-02 10:00:38
76b44b,SIA728  ,Singapore,1772416946,1772416952,101.4812,4.0673,10363.2,2026-03-02 10:02:39
76b44b,SIA728  ,Singapore,1772416958,1772416959,101.4655,4.0879,10363.2,2026-03-02 10:04:40
76cee8,SIA308  ,Singapore,1772417167,1772417179,101.5369,3.7296,9144.0,2026-03-02 10:06:41
76b44b,SIA728  ,Singapore,1772416958,1772416959,101.4655,4.0879,10363.2,2026-03-02 10:06:41
76cee8,SIA308  ,Singapore,1772417202,1772417215,101.4749,3.7895,9144,2026-03-02 10:08:42
76cee8,SIA308  ,Singapore,1772417202,1772417215,101.4749,3.7895,9144.0,2026-03-02 10:10:43
7504aa,AXM6118 ,Malaysia,1772417426,1772417428,100.9462,3.7511,7307.58,2026-03-02 10:10:43
750238,FFM2953 ,Malaysia,1772417556,1772417556,101.022,3.6145,7917.18,2026-03-02 10:12:44
7504aa,AXM6118 ,Malaysia,1772417556,1772417556,100.8451,3.9781,7033.26,2026-03-02 10:12:44
750238,FFM2953 ,Malaysia,1772417676,1772417681,100.9152,3.8194,7924.8,2026-03-02 10:14:44
7504aa,AXM6118 ,Malaysia,1772417565,1772417565,100.8383,3.9932,6987.54,2026-03-02 10:14:44
750238,FFM2953 ,Malaysia,1772417774,1772417774,100.839,3.9911,7917.18,2026-03-02 10:16:45
7504aa,AXM6118 ,Malaysia,1772417565,1772417565,100.8383,3.9932,6987.54,2026-03-02 10:16:45
750238,FFM2953 ,Malaysia,1772417774,1772417774,100.839,3.9911,7917.18,2026-03-02 10:18:46
750238,FFM2953 ,Malaysia,1772417774,1772417774,100.839,3.9911,7917.18,2026-03-02 10:20:47
75026d,9MNAB   ,Malaysia,1772418280,1772418280,100.9433,3.7571,7932.42,2026-03-02 10:24:49
76b447,SIA131  ,Singapore,1772418279,1772418279,101.4791,3.7115,10980.42,2026-03-02 10:24:49
75026d,9MNAB   ,Malaysia,1772418400,1772418401,100.8562,3.9531,7924.8,2026-03-02 10:26:50
75026d,9MNAB   ,Malaysia,1772418427,1772418427,100.8368,3.9964,7924.8,2026-03-02 10:28:51
75026d,9MNAB   ,Malaysia,1772418427,1772418427,100.8368,3.9964,7924.8,2026-03-02 10:30:52
750525,XAX604  ,Malaysia,1772418536,1772418644,101.0316,3.6016,5227.32,2026-03-02 10:30:52
801597,AIC2147 ,India,1772418645,1772418645,101.2996,3.6348,10058.4,2026-03-02 10:30:52
750525,XAX604  ,Malaysia,1772418748,1772418748,100.8446,3.979,6316.98,2026-03-02 10:32:53
750525,XAX604  ,Malaysia,1772418748,1772418748,100.8446,3.979,6316.98,2026-03-02 10:34:54
76b444,SIA134  ,Singapore,1772418887,1772418888,100.9451,3.7538,9174.48,2026-03-02 10:34:54
750525,XAX604  ,Malaysia,1772418748,1772418748,100.8446,3.979,6316.98,2026-03-02 10:36:55
76b444,SIA134  ,Singapore,1772419009,1772419009,100.8463,3.9747,7970.52,2026-03-02 10:36:55
76b444,SIA134  ,Singapore,1772419009,1772419009,100.8463,3.9747,7970.52,2026-03-02 10:38:56
801552,AIC2381 ,India,1772419126,1772419126,101.5005,3.7409,9144.0,2026-03-02 10:38:56
76b444,SIA134  ,Singapore,1772419009,1772419009,100.8463,3.9747,7970.52,2026-03-02 10:40:57
801552,AIC2381 ,India,1772419242,1772419242,101.3672,3.9611,9151.62,2026-03-02 10:40:57
75049d,AXM6334 ,Malaysia,1772419369,1772419369,100.9744,3.6904,8351.52,2026-03-02 10:42:58
801552,AIC2381 ,India,1772419242,1772419242,101.3672,3.9611,9151.62,2026-03-02 10:42:58
75049d,AXM6334 ,Malaysia,1772419495,1772419495,100.865,3.9334,9121.14,2026-03-02 10:44:59
801552,AIC2381 ,India,1772419242,1772419242,101.3672,3.9611,9151.62,2026-03-02 10:44:59
75047d,AXM832  ,Malaysia,1772419598,1772419598,101.3594,3.8606,7825.74,2026-03-02 10:47:00
75049d,AXM6334 ,Malaysia,1772419526,1772419528,100.8389,3.9919,9144.0,2026-03-02 10:47:00
801733,IGO1016 ,India,1772419724,1772419725,101.5212,3.7466,11582.4,2026-03-02 10:49:01
75047d,AXM832  ,Malaysia,1772419598,1772419598,101.3594,3.8606,7825.74,2026-03-02 10:49:01
75049d,AXM6334 ,Malaysia,1772419526,1772419528,100.8389,3.9919,9144.0,2026-03-02 10:49:01
801733,IGO1016 ,India,1772419858,1772419859,101.3509,3.9966,11582.4,2026-03-02 10:51:02
75047d,AXM832  ,Malaysia,1772419598,1772419598,101.3594,3.8606,7825.74,2026-03-02 10:51:02
8014dd,AIC2106 ,India,1772420933,1772420933,100.9391,3.6508,10355.58,2026-03-02 11:09:11
8a09c9,AWQ223  ,Indonesia,1772420932,1772420932,101.5205,3.9102,10462.26,2026-03-02 11:09:11
8014dd,AIC2106 ,India,1772421051,1772421051,100.7299,3.8164,10363.2,2026-03-02 11:11:12
8a09c9,AWQ223  ,Indonesia,1772421070,1772421071,101.6618,3.667,10668.0,2026-03-02 11:11:12
8014dd,AIC2106 ,India,1772421051,1772421051,100.7299,3.8164,10363.2,2026-03-02 11:13:13
8014dd,AIC2106 ,India,1772421051,1772421051,100.7299,3.8164,10363.2,2026-03-02 11:15:14
88084c,AIQ312  ,Thailand,1772421299,1772421299,101.0792,3.627,7840.98,2026-03-02 11:15:14
88084c,AIQ312  ,Thailand,1772421420,1772421424,100.9457,3.8303,8923.02,2026-03-02 11:17:14
88084c,AIQ312  ,Thailand,1772421508,1772421508,100.8486,3.9787,9593.58,2026-03-02 11:19:15
88084c,AIQ312  ,Thailand,1772421508,1772421508,100.8486,3.9787,9593.58,2026-03-02 11:21:16
88084c,AIQ312  ,Thailand,1772421508,1772421508,100.8486,3.9787,9593.58,2026-03-02 11:23:17
75002c,AXM6142 ,Malaysia,1772421676,1772421678,101.0234,3.6131,6606.54,2026-03-02 11:23:17
800441,AIC348  ,India,1772421885,1772421892,100.7316,3.6146,10668.0,2026-03-02 11:25:18
75002c,AXM6142 ,Malaysia,1772421892,1772421896,100.8433,3.9819,6705.6,2026-03-02 11:25:18
75002c,AXM6142 ,Malaysia,1772421892,1772421896,100.8433,3.9819,6705.6,2026-03-02 11:27:19
7501e6,AXM733  ,Malaysia,1772422004,1772422009,101.3111,3.7444,11582.4,2026-03-02 11:27:19
75002c,AXM6142 ,Malaysia,1772421892,1772421896,100.8433,3.9819,6705.6,2026-03-02 11:29:20
7501e6,AXM733  ,Malaysia,1772422004,1772422009,101.3111,3.7444,11582.4,2026-03-02 11:29:20
7500c5,PUTRA01 ,Malaysia,1772422270,1772422270,100.8863,3.887,3764.28,2026-03-02 11:31:21
7501e6,AXM733  ,Malaysia,1772422004,1772422009,101.3111,3.7444,11582.4,2026-03-02 11:31:21
7500c5,PUTRA01 ,Malaysia,1772422319,1772422319,100.8589,3.9484,3413.76,2026-03-02 11:33:22
7504aa,,Malaysia,1772422517,1772422517,101.1646,3.6276,6370.32,2026-03-02 11:35:23
7500c5,PUTRA01 ,Malaysia,1772422319,1772422319,100.8589,3.9484,3413.76,2026-03-02 11:35:23
750333,AXM866  ,Malaysia,1772422518,1772422518,101.4474,3.602,7330.44,2026-03-02 11:35:23
750333,AXM866  ,Malaysia,1772422605,1772422611,101.4281,3.7663,7985.76,2026-03-02 11:37:24
750333,AXM866  ,Malaysia,1772422605,1772422611,101.4281,3.7663,7985.76,2026-03-02 11:39:25
750333,AXM866  ,Malaysia,1772422605,1772422611,101.4281,3.7663,7985.76,2026-03-02 11:41:26
75044f,9MTMJ   ,Malaysia,1772422996,1772423000,101.0729,3.7038,4267.2,2026-03-02 11:43:27
75044f,9MTMJ   ,Malaysia,1772423078,1772423078,101.0066,3.8024,4267.2,2026-03-02 11:45:28
750492,AXM6320 ,Malaysia,1772423248,1772423248,100.9843,3.6726,8442.96,2026-03-02 11:47:29
75044f,9MTMJ   ,Malaysia,1772423078,1772423078,101.0066,3.8024,4267.2,2026-03-02 11:47:29
750492,AXM6320 ,Malaysia,1772423368,1772423368,100.8785,3.903,9037.32,2026-03-02 11:49:30
75044f,9MTMJ   ,Malaysia,1772423078,1772423078,101.0066,3.8024,4267.2,2026-03-02 11:49:30
76cef1,SIA326  ,Singapore,1772423368,1772423368,101.4581,3.7555,9144.0,2026-03-02 11:49:30
750492,AXM6320 ,Malaysia,1772423414,1772423414,100.8384,3.993,9144,2026-03-02 11:51:31
76cef1,SIA326  ,Singapore,1772423392,1772423392,101.4337,3.8104,9144,2026-03-02 11:51:31
750492,AXM6320 ,Malaysia,1772423414,1772423414,100.8384,3.993,9144,2026-03-02 11:53:32
76cef1,SIA326  ,Singapore,1772423392,1772423392,101.4337,3.8104,9144,2026-03-02 11:53:32
750492,AXM6320 ,Malaysia,1772423414,1772423414,100.8384,3.993,9144.0,2026-03-02 11:55:33
76d254,TGW484  ,Singapore,1772423727,1772423727,101.0585,3.6737,4716.78,2026-03-02 11:55:33
76d254,TGW484  ,Singapore,1772423845,1772423845,100.946,3.8606,3505.2,2026-03-02 11:57:34
76d254,TGW484  ,Singapore,1772423854,1772423854,100.938,3.8739,3459.48,2026-03-02 11:59:35
76d254,TGW484  ,Singapore,1772423854,1772423854,100.938,3.8739,3459.48,2026-03-02 12:01:36
80177e,IGO1022 ,India,1772424211,1772424212,100.6252,3.7271,10980.42,2026-03-02 12:03:37
80177e,IGO1022 ,India,1772424283,1772424283,100.5084,3.8405,10988.04,2026-03-02 12:05:38
80177e,IGO1022 ,India,1772424447,1772424447,100.2409,4.0919,10965.18,2026-03-02 12:07:39
80177e,IGO1022 ,India,1772424461,1772424461,100.2171,4.1144,10965.18,2026-03-02 12:09:40
80177e,IGO1022 ,India,1772424461,1772424461,100.2171,4.1144,10965.18,2026-03-02 12:11:41
7502b3,AXM1720 ,Malaysia,1772425376,1772425376,101.2419,3.6704,10363.2,2026-03-02 12:23:47
7502b3,AXM1720 ,Malaysia,1772425376,1772425376,101.2419,3.6704,10363.2,2026-03-02 12:25:48
8015c1,AIC2146 ,India,1772425533,1772425545,101.6974,3.8514,10363.2,2026-03-02 12:25:48
7502b3,AXM1720 ,Malaysia,1772425376,1772425376,101.2419,3.6704,10363.2,2026-03-02 12:27:49
8015c1,AIC2146 ,India,1772425646,1772425663,101.5389,4.0414,10347.96,2026-03-02 12:27:49
7504c3,AXM6304 ,Malaysia,1772425668,1772425668,100.7257,3.7797,8397.24,2026-03-02 12:27:49
8015c1,AIC2146 ,India,1772425745,1772425745,101.3993,4.2086,10363.2,2026-03-02 12:29:50
7504c3,AXM6304 ,Malaysia,1772425680,1772425682,100.7081,3.8034,8511.54,2026-03-02 12:29:50
76b444,SIA133  ,Singapore,1772425789,1772425789,101.5139,3.656,10675.62,2026-03-02 12:29:50
8015c1,AIC2146 ,India,1772425745,1772425745,101.3993,4.2086,10363.2,2026-03-02 12:31:51
7504c3,AXM6304 ,Malaysia,1772425884,1772425907,100.5608,4.2314,9144.0,2026-03-02 12:31:51
8015c1,AIC2146 ,India,1772425745,1772425745,101.3993,4.2086,10363.2,2026-03-02 12:33:52
750528,AXM6084 ,Malaysia,1772426029,1772426029,101.0516,3.7507,5463.54,2026-03-02 12:33:52
7504c3,AXM6304 ,Malaysia,1772425916,1772425921,100.5406,4.302,9144.0,2026-03-02 12:33:52
70c122,OMA849  ,Oman,1772426028,1772426028,100.4717,3.6488,11887.2,2026-03-02 12:33:52
750528,AXM6084 ,Malaysia,1772426029,1772426031,101.0516,3.7507,5463.54,2026-03-02 12:35:53
7504c3,AXM6304 ,Malaysia,1772425916,1772425921,100.5406,4.302,9144.0,2026-03-02 12:35:53
8a080e,MXD340  ,Indonesia,1772426103,1772426119,101.0648,3.6135,9753.6,2026-03-02 12:35:53
750221,,Malaysia,1772457821,1772457821,101.4156,3.7002,6256.02,2026-03-02 21:24:11
76cc7a,SIA528  ,Singapore,1772457727,1772457727,100.5081,3.7708,11582.4,2026-03-02 21:24:11
7502b8,AXM827  ,Malaysia,1772457694,1772457699,100.2352,4.4988,10607.04,2026-03-02 21:24:11
76cc7a,SIA528  ,Singapore,1772457727,1772457727,100.5081,3.7708,11582.4,2026-03-02 21:26:12
7502b8,AXM827  ,Malaysia,1772457694,1772457699,100.2352,4.4988,10607.04,2026-03-02 21:26:12
750223,MAS775  ,Malaysia,1772458207,1772458208,101.4764,3.6134,6530.34,2026-03-02 21:30:14
7502b8,AXM827  ,Malaysia,1772458189,1772458189,100.6219,3.6213,6819.9,2026-03-02 21:30:14
75027b,MAS1166 ,Malaysia,1772458558,1772458558,100.8407,3.7113,7879.08,2026-03-02 21:36:18
75027b,MAS1166 ,Malaysia,1772458558,1772458558,100.8407,3.7113,7879.08,2026-03-02 21:38:22
76b441,SIA516  ,Singapore,1772458815,1772458817,101.3515,3.6813,10363.2,2026-03-02 21:40:23
750441,AXM53   ,Malaysia,1772458932,1772458932,100.4347,3.6832,8862.06,2026-03-02 21:42:26
76b441,SIA516  ,Singapore,1772458815,1772458821,101.3515,3.6813,10363.2,2026-03-02 21:42:26
750441,AXM53   ,Malaysia,1772459009,1772459009,100.3103,3.7954,9144.0,2026-03-02 21:44:31
76b441,SIA516  ,Singapore,1772458815,1772458821,101.3515,3.6813,10363.2,2026-03-02 21:44:31
750238,FFM2955 ,Malaysia,1772462186,1772462186,100.4426,4.3525,5989.32,2026-03-02 22:38:17
750259,MAS196  ,Malaysia,1772462101,1772462112,100.3165,4.543,8961.12,2026-03-02 22:38:17
750452,AXM13   ,Malaysia,1772462069,1772462077,100.6008,3.6541,7955.28,2026-03-02 22:38:17
7503fd,AXM6326 ,Malaysia,1772462084,1772462084,100.9003,3.6768,6347.46,2026-03-02 22:38:17
70e08d,KTC168  ,Cambodia,1772462280,1772462280,101.6864,3.6407,7391.4,2026-03-02 22:38:17
750238,FFM2955 ,Malaysia,1772462186,1772462186,100.4426,4.3525,5989.32,2026-03-02 22:40:19
750259,MAS196  ,Malaysia,1772462101,1772462112,100.3165,4.543,8961.12,2026-03-02 22:40:19
75031a,MAS796  ,Malaysia,1772462406,1772462413,101.6696,3.6551,6949.44,2026-03-02 22:40:19
7502b3,AXM6128 ,Malaysia,1772462405,1772462410,100.9238,3.6691,6987.54,2026-03-02 22:40:19
70e08d,KTC168  ,Cambodia,1772462416,1772462416,101.6642,3.8693,8008.62,2026-03-02 22:40:19
76d1ca,,Singapore,1772462493,1772462493,100.3859,4.4496,7673.34,2026-03-02 22:42:20
75031a,MAS796  ,Malaysia,1772462522,1772462522,101.6629,3.8689,7703.82,2026-03-02 22:42:20
7502b3,AXM6128 ,Malaysia,1772462405,1772462410,100.9238,3.6691,6987.54,2026-03-02 22:42:20
70e08d,KTC168  ,Cambodia,1772462513,1772462513,101.7577,4.0218,8321.04,2026-03-02 22:42:20
76d1ca,TGW499  ,Singapore,1772462657,1772462658,100.5719,4.2036,8382.0,2026-03-02 22:44:23
75031a,MAS796  ,Malaysia,1772462522,1772462538,101.6629,3.8689,7703.82,2026-03-02 22:44:23
7502b3,AXM6128 ,Malaysia,1772462641,1772462645,100.6278,4.0948,7315.2,2026-03-02 22:44:23
70e08d,KTC168  ,Cambodia,1772462513,1772462513,101.7577,4.0218,8321.04,2026-03-02 22:44:23
76d1ca,TGW499  ,Singapore,1772462781,1772462781,100.7213,4.0056,9121.14,2026-03-02 22:46:25
75031a,MAS796  ,Malaysia,1772462522,1772462538,101.6629,3.8689,7703.82,2026-03-02 22:46:25
7502b3,AXM6128 ,Malaysia,1772462754,1772462754,100.5245,4.3157,5958.84,2026-03-02 22:46:25
7503fd,AXM6326 ,Malaysia,1772462753,1772462753,100.0136,4.7963,8808.72,2026-03-02 22:46:25
70e08d,KTC168  ,Cambodia,1772462513,1772462513,101.7577,4.0218,8321.04,2026-03-02 22:46:25
76d1ca,TGW499  ,Singapore,1772462898,1772462898,100.8626,3.8185,9913.62,2026-03-02 22:48:27
7502b3,AXM6128 ,Malaysia,1772462754,1772462754,100.5245,4.3157,5958.84,2026-03-02 22:48:27
7503fd,AXM6326 ,Malaysia,1772462753,1772462753,100.0136,4.7963,8808.72,2026-03-02 22:48:27
76d1ca,TGW499  ,Singapore,1772463018,1772463018,101.0089,3.6251,10614.66,2026-03-02 22:50:29
7502b3,AXM6128 ,Malaysia,1772462754,1772462754,100.5245,4.3157,5958.84,2026-03-02 22:50:29
7503fd,AXM6326 ,Malaysia,1772462753,1772462753,100.0136,4.7963,8808.72,2026-03-02 22:50:29
461f4b,FIN132  ,Finland,1772463132,1772463145,101.5456,3.714,9738.36,2026-03-02 22:52:31
461f4b,FIN132  ,Finland,1772463214,1772463214,101.3709,3.8101,9860.28,2026-03-02 22:54:33
461f4b,FIN132  ,Finland,1772463214,1772463214,101.3709,3.8101,9860.28,2026-03-02 22:56:42
76b868,TGW653  ,Singapore,1772463518,1772463518,101.1657,3.6243,10668.0,2026-03-02 22:58:44
461f4b,FIN132  ,Finland,1772463214,1772463214,101.3709,3.8101,9860.28,2026-03-02 22:58:44
750544,MAS781  ,Malaysia,1772463880,1772463880,101.6228,3.8771,8983.98,2026-03-02 23:04:50
750544,MAS781  ,Malaysia,1772464008,1772464008,101.6785,3.6334,8328.66,2026-03-02 23:06:52
750574,MXD162  ,Malaysia,1772464253,1772464255,100.7411,4.0826,7612.38,2026-03-02 23:11:00
750574,MXD162  ,Malaysia,1772464371,1772464371,100.5405,4.2353,8260.08,2026-03-02 23:13:02
750574,MXD162  ,Malaysia,1772464371,1772464371,100.5405,4.2353,8260.08,2026-03-02 23:15:04
750574,MXD162  ,Malaysia,1772464371,1772464561,100.5405,4.2353,8260.08,2026-03-02 23:17:06
76bcc9,TGW513  ,Singapore,1772464613,1772464613,101.4979,3.786,11269.98,2026-03-02 23:17:06
750574,MXD162  ,Malaysia,1772464371,1772464561,100.5405,4.2353,8260.08,2026-03-02 23:19:08
750574,MXD162  ,Malaysia,1772464371,1772464561,100.5405,4.2353,8260.08,2026-03-02 23:21:11
8013ed,AIC2383 ,India,1772465966,1772465966,101.7698,3.7123,9144,2026-03-02 23:39:29
8013ed,AIC2383 ,India,1772466088,1772466089,101.6277,3.9423,9144,2026-03-02 23:41:30
8013ed,AIC2383 ,India,1772466185,1772466188,101.5165,4.1236,9144,2026-03-02 23:43:32
8013ed,AIC2383 ,India,1772466185,1772466188,101.5165,4.1236,9144,2026-03-02 23:45:34
8013ed,AIC2383 ,India,1772466185,1772466188,101.5165,4.1236,9144,2026-03-02 23:47:38
3965af,AFR257  ,France,1772466694,1772466694,101.1228,3.6506,8534.4,2026-03-02 23:51:42
750221,MAS1194 ,Malaysia,1772466672,1772466672,101.0022,3.7199,6705.6,2026-03-02 23:51:42
3965af,AFR257  ,France,1772466786,1772466790,100.9254,3.7576,8534.4,2026-03-02 23:53:44
750221,MAS1194 ,Malaysia,1772466672,1772466672,101.0022,3.7199,6705.6,2026-03-02 23:53:44
3965af,AFR257  ,France,1772466823,1772466823,100.847,3.8001,8534.4,2026-03-02 23:55:46
750221,MAS1194 ,Malaysia,1772466672,1772466672,101.0022,3.7199,6705.6,2026-03-02 23:55:46
406f78,BAW34   ,United Kingdom,1772466936,1772466936,101.0167,3.7633,5676.9,2026-03-02 23:55:46
3965af,AFR257  ,France,1772466823,1772466823,100.847,3.8001,8534.4,2026-03-02 23:57:48
